,DATE_TIME,PLANT_ID,SOURCE_KEY,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION,Date,Time,Relative Humidity (%),Pressure (hPa),Wind speed (m/s),Wind direction,Rainfall (kg/m2)
636,2020-05-22 15:15:00,4136001,iq8k7ZNt4Mwm3w0,36.53600855172413,54.92006168965517,0.6136021413793105,2020-05-22,15:15:00,79.41,995.45,4.73,297.6,0.028069
637,2020-05-22 15:30:00,4136001,iq8k7ZNt4Mwm3w0,36.4829009,53.35857623333335,0.566235797,2020-05-22,15:30:00,79.88,995.64,4.6,299.6,0.028849
638,2020-05-22 15:45:00,4136001,iq8k7ZNt4Mwm3w0,36.51623772413792,50.82568079310346,0.5137632668965518,2020-05-22,15:45:00,80.24,995.8,4.47,301.49,0.028517
639,2020-05-22 16:00:00,4136001,iq8k7ZNt4Mwm3w0,36.495479266666656,48.6366159,0.4619180646666666,2020-05-22,16:00:00,80.48,995.9,4.34,303.25,0.027073000000000003
640,2020-05-22 16:15:00,4136001,iq8k7ZNt4Mwm3w0,36.90676475862068,48.010775827586215,0.40720160379310333,2020-05-22,16:15:00,80.72,996.0,4.22,305.11,0.025629000000000002
641,2020-05-22 16:30:00,4136001,iq8k7ZNt4Mwm3w0,36.86410623333334,46.2538929,0.35102938100000003,2020-05-22,16:30:00,80.97,996.11,4.11,307.08,0.024184
642,2020-05-22 16:45:00,4136001,iq8k7ZNt4Mwm3w0,36.906026896551715,44.56530331034481,0.2916627324137931,2020-05-22,16:45:00,81.12,996.15,4.0,308.99,0.023068
643,2020-05-22 17:00:00,4136001,iq8k7ZNt4Mwm3w0,36.88915393333333,43.03815289999999,0.23759929899999999,2020-05-22,17:00:00,81.17,996.12,3.9,310.8,0.022278
644,2020-05-22 17:15:00,4136001,iq8k7ZNt4Mwm3w0,36.57830536666666,40.440850833333336,0.18547027933333335,2020-05-22,17:15:00,81.23,996.1,3.81,312.7,0.021488999999999998
645,2020-05-22 17:30:00,4136001,iq8k7ZNt4Mwm3w0,36.53098717241378,38.56217789655173,0.13599763520689656,2020-05-22,17:30:00,81.28,996.07,3.72,314.7,0.0207
646,2020-05-22 17:45:00,4136001,iq8k7ZNt4Mwm3w0,36.01259269999999,36.65240663333333,0.09136578246666664,2020-05-22,17:45:00,81.29,995.98,3.65,316.61,0.020619
647,2020-05-22 18:00:00,4136001,iq8k7ZNt4Mwm3w0,34.713825862068965,34.046276241379296,0.030452028896551724,2020-05-22,18:00:00,81.25,995.81,3.57,318.43,0.021247
648,2020-05-22 18:15:00,4136001,iq8k7ZNt4Mwm3w0,33.565036133333344,31.386363899999996,0.00842636641333333,2020-05-22,18:15:00,81.21,995.65,3.51,320.31,0.021874
649,2020-05-22 18:30:00,4136001,iq8k7ZNt4Mwm3w0,33.05054237931034,30.11554696551724,0.002445218836206897,2020-05-22,18:30:00,81.18,995.49,3.44,322.27,0.022502
650,2020-05-22 18:45:00,4136001,iq8k7ZNt4Mwm3w0,32.84936956666666,29.884103366666665,6.139619366666667e-05,2020-05-22,18:45:00,81.16,995.3,3.4,323.95,0.022053
651,2020-05-22 19:00:00,4136001,iq8k7ZNt4Mwm3w0,32.577243,29.541916966666665,0.0,2020-05-22,19:00:00,81.15,995.08,3.37,325.32,0.020528
652,2020-05-22 19:15:00,4136001,iq8k7ZNt4Mwm3w0,32.24653451724137,29.28391127586207,0.0,2020-05-22,19:15:00,81.15,994.86,3.34,326.71,0.019003
653,2020-05-22 19:30:00,4136001,iq8k7ZNt4Mwm3w0,31.647290966666667,29.452243100000004,0.0,2020-05-22,19:30:00,81.15,994.64,3.31,328.13,0.017477
654,2020-05-22 19:45:00,4136001,iq8k7ZNt4Mwm3w0,30.91984043333333,29.248356266666665,0.0,2020-05-22,19:45:00,81.13,994.44,3.29,329.14,0.015639
655,2020-05-22 20:00:00,4136001,iq8k7ZNt4Mwm3w0,30.412124275862066,28.66433403448276,0.0,2020-05-22,20:00:00,81.09,994.25,3.27,329.73,0.013489
656,2020-05-22 20:15:00,4136001,iq8k7ZNt4Mwm3w0,30.16422013333333,28.15729573333333,0.0,2020-05-22,20:15:00,81.06,994.06,3.26,330.32,0.011337999999999999
657,2020-05-22 20:30:00,4136001,iq8k7ZNt4Mwm3w0,29.983647793103447,27.917840413793105,0.0,2020-05-22,20:30:00,81.02,993.88,3.24,330.92,0.009187
658,2020-05-22 20:45:00,4136001,iq8k7ZNt4Mwm3w0,29.997549300000003,28.12562353333333,0.0,2020-05-22,20:45:00,80.99,993.73,3.21,331.21,0.008241
659,2020-05-22 21:00:00,4136001,iq8k7ZNt4Mwm3w0,29.6879445,27.79396453333333,0.0,2020-05-22,21:00:00,80.96,993.63,3.17,331.17,0.0085
660,2020-05-22 21:15:00,4136001,iq8k7ZNt4Mwm3w0,29.530937482758628,27.591031793103447,0.0,2020-05-22,21:15:00,80.93,993.53,3.13,331.13,0.008759999999999999
661,2020-05-22 21:30:00,4136001,iq8k7ZNt4Mwm3w0,29.26959126666667,27.34383643333334,0.0,2020-05-22,21:30:00,80.9,993.43,3.09,331.1,0.009019
662,2020-05-22 21:45:00,4136001,iq8k7ZNt4Mwm3w0,28.94984596551724,26.888740275862066,0.0,2020-05-22,21:45:00,80.89,993.36,3.05,330.81,0.0085
663,2020-05-22 22:00:00,4136001,iq8k7ZNt4Mwm3w0,28.6407368,26.4522593,0.0,2020-05-22,22:00:00,80.9,993.32,2.99,330.25,0.007205
664,2020-05-22 22:15:00,4136001,iq8k7ZNt4Mwm3w0,28.32637236666667,25.970764066666664,0.0,2020-05-22,22:15:00,80.92,993.27,2.93,329.68,0.005909
665,2020-05-22 22:30:00,4136001,iq8k7ZNt4Mwm3w0,28.08963337931035,25.65171444827586,0.0,2020-05-22,22:30:00,80.93,993.23,2.88,329.08,0.004614
666,2020-05-22 22:45:00,4136001,iq8k7ZNt4Mwm3w0,27.973987866666665,25.81418643333333,0.0,2020-05-22,22:45:00,80.96,993.23,2.84,328.39,0.004389
667,2020-05-22 23:00:00,4136001,iq8k7ZNt4Mwm3w0,27.65889544827586,25.563916310344826,0.0,2020-05-22,23:00:00,81.02,993.27,2.8,327.62,0.005235
668,2020-05-22 23:15:00,4136001,iq8k7ZNt4Mwm3w0,27.41701873333333,25.288167199999997,0.0,2020-05-22,23:15:00,81.08,993.32,2.77,326.82,0.006082
669,2020-05-22 23:30:00,4136001,iq8k7ZNt4Mwm3w0,27.38874326666667,25.531736033333335,0.0,2020-05-22,23:30:00,81.14,993.36,2.74,326.01,0.006928
670,2020-05-22 23:45:00,4136001,iq8k7ZNt4Mwm3w0,27.014191448275856,25.30840106896552,0.0,2020-05-22,23:45:00,81.21,993.43,2.72,325.26,0.006981
671,2020-05-23 00:00:00,4136001,iq8k7ZNt4Mwm3w0,26.720194766666665,24.93793233333333,0.0,2020-05-23,00:00:00,83.95,995.02,0.35,175.79,0.016434999999999998
672,2020-05-23 00:15:00,4136001,iq8k7ZNt4Mwm3w0,26.4556884,24.55032033333333,0.0,2020-05-23,00:15:00,81.39,993.64,2.72,323.92,0.0055
673,2020-05-23 00:30:00,4136001,iq8k7ZNt4Mwm3w0,26.21162031034483,24.194504241379303,0.0,2020-05-23,00:30:00,81.48,993.74,2.72,323.25,0.00476
674,2020-05-23 00:45:00,4136001,iq8k7ZNt4Mwm3w0,26.107979466666674,24.099269600000003,0.0,2020-05-23,00:45:00,81.41,993.87,2.76,322.85,0.004142
675,2020-05-23 01:00:00,4136001,iq8k7ZNt4Mwm3w0,25.871246482758625,23.856407482758623,0.0,2020-05-23,01:00:00,81.17,994.04,2.84,322.73,0.0036450000000000002
676,2020-05-23 01:15:00,4136001,iq8k7ZNt4Mwm3w0,25.814145100000005,23.765325833333332,0.0,2020-05-23,01:15:00,80.93,994.2,2.92,322.62,0.003149
677,2020-05-23 01:30:00,4136001,iq8k7ZNt4Mwm3w0,25.83776056666667,24.232896966666665,0.0,2020-05-23,01:30:00,80.69,994.37,3.01,322.51,0.002652
678,2020-05-23 01:45:00,4136001,iq8k7ZNt4Mwm3w0,25.816948241379308,24.549133172413804,0.0,2020-05-23,01:45:00,80.08,994.54,3.09,322.49,0.002298
679,2020-05-23 02:00:00,4136001,iq8k7ZNt4Mwm3w0,25.700773966666667,24.362688066666674,0.0,2020-05-23,02:00:00,79.11,994.72,3.16,322.55,0.0020859999999999997
680,2020-05-23 02:15:00,4136001,iq8k7ZNt4Mwm3w0,25.590836333333336,24.136146066666665,0.0,2020-05-23,02:15:00,78.15,994.89,3.23,322.6,0.0018739999999999998
681,2020-05-23 02:30:00,4136001,iq8k7ZNt4Mwm3w0,25.448317793103445,23.787558793103447,0.0,2020-05-23,02:30:00,77.21,995.07,3.3,322.65,0.001663
682,2020-05-23 02:45:00,4136001,iq8k7ZNt4Mwm3w0,25.41500133333333,23.583281600000007,0.0,2020-05-23,02:45:00,76.01,995.22,3.36,322.31,0.0015199999999999999
683,2020-05-23 03:00:00,4136001,iq8k7ZNt4Mwm3w0,25.226273103448282,23.231575793103445,0.0,2020-05-23,03:00:00,74.58,995.35,3.39,321.6,0.0014449999999999999
684,2020-05-23 03:15:00,4136001,iq8k7ZNt4Mwm3w0,24.98559566666667,22.74414273333333,0.0,2020-05-23,03:15:00,73.17,995.48,3.43,320.9,0.001371
685,2020-05-23 03:30:00,4136001,iq8k7ZNt4Mwm3w0,24.79134396666667,22.508908,0.0,2020-05-23,03:30:00,71.79,995.61,3.46,320.22,0.001297
686,2020-05-23 03:45:00,4136001,iq8k7ZNt4Mwm3w0,24.65176910344827,22.246350517241375,0.0,2020-05-23,03:45:00,70.28,995.71,3.49,319.39,0.0013160000000000001
687,2020-05-23 04:00:00,4136001,iq8k7ZNt4Mwm3w0,24.4721009,21.959277399999998,0.0,2020-05-23,04:00:00,68.65,995.76,3.51,318.42,0.0014269999999999999
688,2020-05-23 04:15:00,4136001,iq8k7ZNt4Mwm3w0,24.21784606896552,21.940328862068963,0.0,2020-05-23,04:15:00,67.05,995.82,3.53,317.47,0.001538
689,2020-05-23 04:30:00,4136001,iq8k7ZNt4Mwm3w0,24.31587946666667,21.950208633333336,0.0,2020-05-23,04:30:00,65.49,995.88,3.55,316.52,0.00165
690,2020-05-23 04:45:00,4136001,iq8k7ZNt4Mwm3w0,24.316370799999994,21.89162086666667,0.0,2020-05-23,04:45:00,63.96,995.89,3.55,315.48,0.0017989999999999998
691,2020-05-23 05:00:00,4136001,iq8k7ZNt4Mwm3w0,24.02792989655172,21.664623379310346,0.0,2020-05-23,05:00:00,62.48,995.85,3.53,314.32,0.001986
692,2020-05-23 05:15:00,4136001,iq8k7ZNt4Mwm3w0,23.81304703333333,21.8106323,0.0,2020-05-23,05:15:00,61.03,995.82,3.52,313.15,0.0021739999999999997
693,2020-05-23 05:30:00,4136001,iq8k7ZNt4Mwm3w0,23.84403503448276,21.930144275862066,0.0,2020-05-23,05:30:00,59.61,995.79,3.5,311.97,0.002361
694,2020-05-23 05:45:00,4136001,iq8k7ZNt4Mwm3w0,23.70753603333333,21.791834533333336,0.001438358139333333,2020-05-23,05:45:00,58.43,995.69,3.49,310.35,0.002367
695,2020-05-23 06:00:00,4136001,iq8k7ZNt4Mwm3w0,23.83660973333333,21.784125766666676,0.014159583813333331,2020-05-23,06:00:00,57.48,995.54,3.48,308.27,0.0021899999999999997
696,2020-05-23 06:15:00,4136001,iq8k7ZNt4Mwm3w0,23.965293,22.397987137931036,0.035235590241379317,2020-05-23,06:15:00,56.55,995.39,3.47,306.19,0.002013
697,2020-05-23 06:30:00,4136001,iq8k7ZNt4Mwm3w0,24.5411042,23.30528673333333,0.05871288400000001,2020-05-23,06:30:00,55.63,995.23,3.47,304.1,0.001837
698,2020-05-23 06:45:00,4136001,iq8k7ZNt4Mwm3w0,24.97208040000001,24.083968033333335,0.08742519223333335,2020-05-23,06:45:00,54.91,995.06,3.51,301.51,0.001657
699,2020-05-23 07:00:00,4136001,iq8k7ZNt4Mwm3w0,25.369075275862073,24.992333827586204,0.16457899241379312,2020-05-23,07:00:00,54.36,994.86,3.59,298.54,0.001474
700,2020-05-23 07:15:00,4136001,iq8k7ZNt4Mwm3w0,26.0042399,27.742071500000005,0.2418249106666667,2020-05-23,07:15:00,53.83,994.67,3.69,295.72,0.001292
701,2020-05-23 07:30:00,4136001,iq8k7ZNt4Mwm3w0,26.917700241379308,32.55195479310345,0.3148570596551724,2020-05-23,07:30:00,53.3,994.47,3.8,293.05,0.001109
702,2020-05-23 07:45:00,4136001,iq8k7ZNt4Mwm3w0,27.429699566666667,35.60990889999999,0.37935767266666665,2020-05-23,07:45:00,52.98,994.29,3.95,290.32,0.001145
703,2020-05-23 08:00:00,4136001,iq8k7ZNt4Mwm3w0,27.98889053333333,38.3060976,0.4341270063333333,2020-05-23,08:00:00,52.86,994.11,4.16,287.64,0.001399
704,2020-05-23 08:15:00,4136001,iq8k7ZNt4Mwm3w0,28.67064903448276,40.821387965517246,0.4836398434482758,2020-05-23,08:15:00,52.74,993.93,4.37,285.2,0.0016539999999999999
705,2020-05-23 08:30:00,4136001,iq8k7ZNt4Mwm3w0,29.2585235,43.078069000000006,0.5337677543333335,2020-05-23,08:30:00,52.63,993.75,4.59,283.0,0.0019079999999999998
706,2020-05-23 08:45:00,4136001,iq8k7ZNt4Mwm3w0,29.82619924137931,45.5783502413793,0.5889204568965518,2020-05-23,08:45:00,52.78,993.6,4.81,281.03,0.002532
707,2020-05-23 09:00:00,4136001,iq8k7ZNt4Mwm3w0,30.42623806666667,47.827062100000006,0.6451150216666668,2020-05-23,09:00:00,53.19,993.48,5.02,279.26,0.003527
708,2020-05-23 09:15:00,4136001,iq8k7ZNt4Mwm3w0,31.15696106666666,49.68050939999999,0.7018423813333332,2020-05-23,09:15:00,53.62,993.37,5.24,277.64,0.004521
709,2020-05-23 09:30:00,4136001,iq8k7ZNt4Mwm3w0,31.651898517241378,51.295990965517255,0.7519769720689654,2020-05-23,09:30:00,54.04,993.25,5.46,276.15,0.005516
710,2020-05-23 09:45:00,4136001,iq8k7ZNt4Mwm3w0,31.95961093333333,52.2273416,0.791683317,2020-05-23,09:45:00,54.67,993.17,5.62,275.02,0.006047
711,2020-05-23 10:00:00,4136001,iq8k7ZNt4Mwm3w0,32.56005868965517,53.39805979310346,0.8298047317241378,2020-05-23,10:00:00,55.53,993.13,5.72,274.19,0.006114
712,2020-05-23 10:15:00,4136001,iq8k7ZNt4Mwm3w0,32.90432746666666,55.08873696666666,0.8577585426666666,2020-05-23,10:15:00,56.39,993.09,5.82,273.38,0.006182
713,2020-05-23 10:30:00,4136001,iq8k7ZNt4Mwm3w0,33.65044886666667,56.9404368,0.8960065056666666,2020-05-23,10:30:00,57.27,993.05,5.92,272.6,0.006249
714,2020-05-23 10:45:00,4136001,iq8k7ZNt4Mwm3w0,33.52989662068965,55.78548137931034,0.9227391144827584,2020-05-23,10:45:00,58.33,993.05,5.96,272.1,0.006587000000000001
715,2020-05-23 11:00:00,4136001,iq8k7ZNt4Mwm3w0,33.776356233333345,57.208592599999996,0.938062118,2020-05-23,11:00:00,59.57,993.09,5.96,271.85,0.007195
716,2020-05-23 11:15:00,4136001,iq8k7ZNt4Mwm3w0,34.156458586206895,56.555210310344826,0.9489915310344827,2020-05-23,11:15:00,60.84,993.13,5.95,271.6,0.007804000000000001
717,2020-05-23 11:30:00,4136001,iq8k7ZNt4Mwm3w0,34.1468976,56.96633583333333,0.953267991,2020-05-23,11:30:00,62.13,993.17,5.94,271.35,0.008412000000000001
718,2020-05-23 11:45:00,4136001,iq8k7ZNt4Mwm3w0,34.264609448275856,57.884599068965514,0.9497544024137932,2020-05-23,11:45:00,63.53,993.25,5.88,271.4,0.009309999999999999
719,2020-05-23 12:00:00,4136001,iq8k7ZNt4Mwm3w0,34.852522833333325,58.91666463333333,0.939489804,2020-05-23,12:00:00,65.03,993.36,5.77,271.76,0.010498
720,2020-05-23 12:15:00,4136001,iq8k7ZNt4Mwm3w0,35.171084566666664,58.82255163333333,0.9247430913333334,2020-05-23,12:15:00,66.57,993.47,5.66,272.13,0.011686
721,2020-05-23 12:30:00,4136001,iq8k7ZNt4Mwm3w0,35.31690075862068,59.86130489655172,0.9124897296551726,2020-05-23,12:30:00,68.14,993.58,5.54,272.52,0.012874000000000002
722,2020-05-23 12:45:00,4136001,iq8k7ZNt4Mwm3w0,35.353965233333334,58.105810399999996,0.8985497946666666,2020-05-23,12:45:00,69.71,993.72,5.38,273.12,0.014037
723,2020-05-23 13:00:00,4136001,iq8k7ZNt4Mwm3w0,35.96277151724137,58.698997724137925,0.8877546427586208,2020-05-23,13:00:00,71.28,993.87,5.16,273.98,0.015175
724,2020-05-23 13:15:00,4136001,iq8k7ZNt4Mwm3w0,36.29276526666667,57.50219543333333,0.8630840616666667,2020-05-23,13:15:00,72.89,994.02,4.94,274.92,0.016313
725,2020-05-23 13:30:00,4136001,iq8k7ZNt4Mwm3w0,36.44097606666667,55.83034573333333,0.8493076746666669,2020-05-23,13:30:00,74.53,994.17,4.72,275.94,0.017450999999999998
726,2020-05-23 13:45:00,4136001,iq8k7ZNt4Mwm3w0,36.76474110344827,56.15993317241378,0.8451140272413794,2020-05-23,13:45:00,75.92,994.32,4.49,276.92,0.019431
727,2020-05-23 14:00:00,4136001,iq8k7ZNt4Mwm3w0,37.34248639999999,58.3555124,0.8151929123333334,2020-05-23,14:00:00,77.05,994.46,4.26,277.86,0.022254
728,2020-05-23 14:15:00,4136001,iq8k7ZNt4Mwm3w0,37.497076448275855,58.33965862068965,0.7900291168965518,2020-05-23,14:15:00,78.2,994.61,4.02,278.91,0.025075999999999998
729,2020-05-23 14:30:00,4136001,iq8k7ZNt4Mwm3w0,37.63767076666666,56.47644366666666,0.7452246323333331,2020-05-23,14:30:00,79.36,994.76,3.79,280.09,0.027899
730,2020-05-23 14:45:00,4136001,iq8k7ZNt4Mwm3w0,37.531805299999995,54.73202106666666,0.7034089543333333,2020-05-23,14:45:00,80.25,994.9,3.58,281.14,0.029245999999999998
731,2020-05-23 15:00:00,4136001,iq8k7ZNt4Mwm3w0,37.638013172413785,55.340708655172406,0.6494585644827586,2020-05-23,15:00:00,80.87,995.04,3.4,281.99,0.029118
732,2020-05-23 15:15:00,4136001,iq8k7ZNt4Mwm3w0,37.9939015,55.50677996666667,0.6037963470000001,2020-05-23,15:15:00,81.49,995.18,3.22,282.94,0.028991000000000003
733,2020-05-23 15:30:00,4136001,iq8k7ZNt4Mwm3w0,37.99130351724137,53.36105868965516,0.5547324962068966,2020-05-23,15:30:00,82.11,995.32,3.04,284.0,0.028863
734,2020-05-23 15:45:00,4136001,iq8k7ZNt4Mwm3w0,37.81119796666667,50.44492493333334,0.5077070613333333,2020-05-23,15:45:00,82.59,995.41,2.89,284.57,0.0289
735,2020-05-23 16:00:00,4136001,iq8k7ZNt4Mwm3w0,37.85368963333333,49.36230666666666,0.4419189286666667,2020-05-23,16:00:00,82.94,995.47,2.76,284.56,0.029101
736,2020-05-23 16:15:00,4136001,iq8k7ZNt4Mwm3w0,37.97944793103449,48.621391413793106,0.39230410482758615,2020-05-23,16:15:00,83.28,995.54,2.62,284.55,0.029302999999999996
737,2020-05-23 16:30:00,4136001,iq8k7ZNt4Mwm3w0,38.01695633333335,46.89483423333333,0.3365806126666666,2020-05-23,16:30:00,83.63,995.6,2.49,284.53,0.029505
738,2020-05-23 16:45:00,4136001,iq8k7ZNt4Mwm3w0,38.271593066666654,45.33328450000001,0.27796129100000005,2020-05-23,16:45:00,83.87,995.59,2.38,284.09,0.029271
739,2020-05-23 17:00:00,4136001,iq8k7ZNt4Mwm3w0,38.68598265517242,44.41159051724137,0.2240962596551724,2020-05-23,17:00:00,84.01,995.52,2.3,283.17,0.0286
740,2020-05-23 17:15:00,4136001,iq8k7ZNt4Mwm3w0,38.21357223333335,42.65903836666667,0.17420704633333334,2020-05-23,17:15:00,84.15,995.44,2.21,282.18,0.02793
741,2020-05-23 17:30:00,4136001,iq8k7ZNt4Mwm3w0,37.20869589655173,39.745883241379296,0.1285143323448276,2020-05-23,17:30:00,84.29,995.37,2.13,281.11,0.027259
742,2020-05-23 17:45:00,4136001,iq8k7ZNt4Mwm3w0,36.82153546666665,37.66959103333333,0.08790224866666665,2020-05-23,17:45:00,84.39,995.26,2.06,279.47,0.026576
743,2020-05-23 18:00:00,4136001,iq8k7ZNt4Mwm3w0,36.055505413793114,35.59737096551724,0.054126066448275854,2020-05-23,18:00:00,84.46,995.12,2.01,277.23,0.02588
744,2020-05-23 18:15:00,4136001,iq8k7ZNt4Mwm3w0,35.323333666666656,33.78148493333333,0.023246327133333328,2020-05-23,18:15:00,84.52,994.98,1.95,274.86,0.025184
745,2020-05-23 18:30:00,4136001,iq8k7ZNt4Mwm3w0,34.50162689999999,32.10442206666666,0.0038204958,2020-05-23,18:30:00,84.59,994.83,1.91,272.37,0.024488
746,2020-05-23 18:45:00,4136001,iq8k7ZNt4Mwm3w0,34.227281482758606,31.297140241379303,0.00017200986310344826,2020-05-23,18:45:00,84.59,994.69,1.85,270.32,0.025342
747,2020-05-23 19:00:00,4136001,iq8k7ZNt4Mwm3w0,33.81844083333333,30.73789153333333,0.0,2020-05-23,19:00:00,84.55,994.54,1.8,268.73,0.027747000000000004
748,2020-05-23 19:15:00,4136001,iq8k7ZNt4Mwm3w0,33.62455463333333,30.704173833333336,0.0,2020-05-23,19:15:00,84.5,994.39,1.75,267.04,0.030151
749,2020-05-23 19:30:00,4136001,iq8k7ZNt4Mwm3w0,33.44275720689656,31.280739517241386,0.0,2020-05-23,19:30:00,84.46,994.24,1.7,265.25,0.032555
750,2020-05-23 19:45:00,4136001,iq8k7ZNt4Mwm3w0,33.05794583333333,31.0951711,0.0,2020-05-23,19:45:00,84.35,994.12,1.63,264.07,0.033188999999999996
751,2020-05-23 20:00:00,4136001,iq8k7ZNt4Mwm3w0,32.32888055172415,30.57015365517241,0.0,2020-05-23,20:00:00,84.19,994.04,1.55,263.54,0.032052
752,2020-05-23 20:15:00,4136001,iq8k7ZNt4Mwm3w0,31.585262033333336,30.234904000000004,0.0,2020-05-23,20:15:00,84.03,993.95,1.46,262.96,0.030914999999999998
753,2020-05-23 20:30:00,4136001,iq8k7ZNt4Mwm3w0,30.91104116666667,29.628849300000002,0.0,2020-05-23,20:30:00,83.87,993.87,1.38,262.31,0.029778
754,2020-05-23 20:45:00,4136001,iq8k7ZNt4Mwm3w0,30.35288537931035,29.114773413793102,0.0,2020-05-23,20:45:00,83.74,993.83,1.28,261.97,0.02767
755,2020-05-23 21:00:00,4136001,iq8k7ZNt4Mwm3w0,29.79706316666667,28.539672933333332,0.0,2020-05-23,21:00:00,83.66,993.83,1.18,262.03,0.024591
756,2020-05-23 21:15:00,4136001,iq8k7ZNt4Mwm3w0,29.37549027586207,28.162750379310346,0.0,2020-05-23,21:15:00,83.57,993.84,1.07,262.1,0.021512
757,2020-05-23 21:30:00,4136001,iq8k7ZNt4Mwm3w0,28.98020023333333,27.760582399999997,0.0,2020-05-23,21:30:00,83.48,993.85,0.96,262.18,0.018433
758,2020-05-23 21:45:00,4136001,iq8k7ZNt4Mwm3w0,28.529278600000005,27.30584423333333,0.0,2020-05-23,21:45:00,83.44,993.89,0.86,261.66,0.017105000000000002
759,2020-05-23 22:00:00,4136001,iq8k7ZNt4Mwm3w0,28.255184999999997,26.97849055172414,0.0,2020-05-23,22:00:00,83.45,993.96,0.77,260.31,0.017529
760,2020-05-23 22:15:00,4136001,iq8k7ZNt4Mwm3w0,27.94678756666667,26.5799976,0.0,2020-05-23,22:15:00,83.46,994.03,0.67,258.58,0.017952000000000003
761,2020-05-23 22:30:00,4136001,iq8k7ZNt4Mwm3w0,27.5781544137931,25.918446448275862,0.0,2020-05-23,22:30:00,83.47,994.1,0.58,256.3,0.018376
762,2020-05-23 22:45:00,4136001,iq8k7ZNt4Mwm3w0,27.3795706,25.46783153333333,0.0,2020-05-23,22:45:00,83.51,994.21,0.48,252.17,0.018322
763,2020-05-23 23:00:00,4136001,iq8k7ZNt4Mwm3w0,27.4245355,25.86614666666667,0.0,2020-05-23,23:00:00,83.6,994.36,0.39,244.7,0.01779
764,2020-05-23 23:15:00,4136001,iq8k7ZNt4Mwm3w0,27.187055793103447,25.807518137931037,0.0,2020-05-23,23:15:00,83.69,994.52,0.3,232.6,0.017258000000000003
765,2020-05-23 23:30:00,4136001,iq8k7ZNt4Mwm3w0,26.945311366666665,25.5226807,0.0,2020-05-23,23:30:00,83.77,994.67,0.24,212.54,0.016727000000000002
766,2020-05-23 23:45:00,4136001,iq8k7ZNt4Mwm3w0,26.75863146666667,25.31033193333333,0.0,2020-05-23,23:45:00,83.86,994.84,0.26,188.75,0.016452
767,2020-05-24 00:00:00,4136001,iq8k7ZNt4Mwm3w0,26.40293822222223,24.86921185185185,0.0,2020-05-24,00:00:00,81.15,994.76,2.69,308.81,0.009533
768,2020-05-24 00:15:00,4136001,iq8k7ZNt4Mwm3w0,26.133397551724137,24.372671103448273,0.0,2020-05-24,00:15:00,84.05,995.2,0.45,168.41,0.016416999999999998
769,2020-05-24 00:30:00,4136001,iq8k7ZNt4Mwm3w0,25.986046366666667,23.951500466666666,0.0,2020-05-24,00:30:00,84.14,995.39,0.56,163.79,0.0164
770,2020-05-24 00:45:00,4136001,iq8k7ZNt4Mwm3w0,25.982040896551727,23.87191668965517,0.0,2020-05-24,00:45:00,84.1,995.56,0.64,169.15,0.015668
771,2020-05-24 01:00:00,4136001,iq8k7ZNt4Mwm3w0,25.891755433333334,23.897858633333332,0.0,2020-05-24,01:00:00,83.92,995.72,0.74,180.87,0.014222
772,2020-05-24 01:15:00,4136001,iq8k7ZNt4Mwm3w0,25.795194586206907,24.100080862068964,0.0,2020-05-24,01:15:00,83.75,995.88,0.86,189.65,0.012776000000000001
773,2020-05-24 01:30:00,4136001,iq8k7ZNt4Mwm3w0,25.6424488,24.4022807,0.0,2020-05-24,01:30:00,83.57,996.05,0.99,196.19,0.011331
774,2020-05-24 01:45:00,4136001,iq8k7ZNt4Mwm3w0,25.72024116666667,25.170368466666673,0.0,2020-05-24,01:45:00,83.19,996.17,1.1,205.04,0.011164
775,2020-05-24 02:00:00,4136001,iq8k7ZNt4Mwm3w0,25.841424655172414,25.445594482758626,0.0,2020-05-24,02:00:00,82.61,996.26,1.21,215.95,0.012275
776,2020-05-24 02:15:00,4136001,iq8k7ZNt4Mwm3w0,25.82490973333333,25.211149033333335,0.0,2020-05-24,02:15:00,82.04,996.35,1.36,224.74,0.013387
777,2020-05-24 02:30:00,4136001,iq8k7ZNt4Mwm3w0,25.820132517241387,25.46969706896552,0.0,2020-05-24,02:30:00,81.47,996.44,1.54,231.66,0.014499000000000001
778,2020-05-24 02:45:00,4136001,iq8k7ZNt4Mwm3w0,25.820789566666665,25.57649696666667,0.0,2020-05-24,02:45:00,80.46,996.5,1.67,237.75,0.014937
779,2020-05-24 03:00:00,4136001,iq8k7ZNt4Mwm3w0,25.818536137931037,25.57257344827586,0.0,2020-05-24,03:00:00,79.03,996.53,1.75,243.73,0.014702000000000002
780,2020-05-24 03:15:00,4136001,iq8k7ZNt4Mwm3w0,25.8033478,25.36029543333333,0.0,2020-05-24,03:15:00,77.62,996.56,1.85,249.11,0.014466999999999999
781,2020-05-24 03:30:00,4136001,iq8k7ZNt4Mwm3w0,25.6260894,24.39922586666666,0.0,2020-05-24,03:30:00,76.24,996.59,1.97,253.89,0.014232
782,2020-05-24 03:45:00,4136001,iq8k7ZNt4Mwm3w0,25.460413517241374,23.851091172413803,0.0,2020-05-24,03:45:00,74.79,996.6,2.02,258.5,0.013732
